Genome_id	Genbank_id	Status	Population_number
KP027446	KP027446	REP	671
MZ417340	MZ417340	REP	672
MZ417350	MZ417350	MEM	672
MZ417328	MZ417328	MEM	672
MZ417327	MZ417327	MEM	672
MZ417347	MZ417347	MEM	672
MZ417332	MZ417332	MEM	672
PP895363	PP895363	REP	673
MF988720	MF988720	REP	674
LC648442	LC648442	REP	675
FJ822135	FJ822135	REP	676
PQ002171	PQ002171	REP	677
PQ002170	PQ002170	MEM	677
OP940114	OP940114	REP	678
OQ508957	OQ508957	REP	679
OQ508956	OQ508956	MEM	679
MZ577095	MZ577095	REP	680
MZ577096	MZ577096	MEM	680
MZ577097	MZ577097	MEM	680
MZ577098	MZ577098	MEM	680
MZ417354	MZ417354	REP	681
MZ417315	MZ417315	MEM	681
MH321490	MH321490	REP	682
MW394390	MW394390	REP	683
MH809530	MH809530	REP	684
MH809529	MH809529	MEM	684
MH809531	MH809531	MEM	684
MT787017	MT787017	REP	685
PP430345	PP430345	REP	686
MZ417322	MZ417322	REP	687
OP902294	OP902294	MEM	687
MG765277	MG765277	REP	688
MZ520832	MZ520832	REP	689
MT080594	MT080594	REP	690
MT080582	MT080582	MEM	690
MT080586	MT080586	MEM	690
MK504444	MK504444	REP	691
OP432864	OP432864	REP	692
MT758689	MT758689	REP	693
PP680567	PP680567	REP	694
PP680568	PP680568	MEM	694
MT080593	MT080593	REP	695
MT080596	MT080596	MEM	695
MW430345	MW430345	REP	696
PP995776	PP995776	MEM	696
MT151386	MT151386	REP	697
AY954970	AY954970	MEM	697
PP931174	PP931174	REP	698
MZ417344	MZ417344	MEM	698
MZ417330	MZ417330	MEM	698
MZ417329	MZ417329	MEM	698
KX171213	KX171213	REP	699
KX171212	KX171212	MEM	699
PQ014731	PQ014731	REP	700
MW883061	MW883061	MEM	700
OQ376695	OQ376695	MEM	700
PQ505080	PQ505080	MEM	700
JQ031132	JQ031132	MEM	700
MG765279	MG765279	REP	701
OL741057	OL741057	REP	702
MF668286	MF668286	REP	703
MG450654	MG450654	REP	704
OP793884	OP793884	REP	705
KJ018211	KJ018211	REP	706
MN128594	MN128594	REP	707
KJ094030	KJ094030	MEM	707
KJ094031	KJ094031	MEM	707
MT178767	MT178767	MEM	707
MT178766	MT178766	MEM	707
DQ004855	DQ004855	MEM	707
KJ094029	KJ094029	MEM	707
JX126918	JX126918	MEM	707
DQ003638	DQ003638	MEM	707
OR125582	OR125582	MEM	707
KJ586795	KJ586795	MEM	707
MT668623	MT668623	MEM	707
MT668624	MT668624	MEM	707
KJ535722	KJ535722	MEM	707
KJ586794	KJ586794	MEM	707
KJ591605	KJ591605	MEM	707
KJ535721	KJ535721	MEM	707
PP101686	PP101686	MEM	707
PP101685	PP101685	MEM	707
OR125588	OR125588	MEM	707
MN172529	MN172529	MEM	707
KJ094033	KJ094033	MEM	707
OR088597	OR088597	MEM	707
OR125586	OR125586	MEM	707
OR125587	OR125587	MEM	707
JQ797329	JQ797329	MEM	707
MN939540	MN939540	MEM	707
KM373208	KM373208	MEM	707
MN939539	MN939539	MEM	707
MK792752	MK792752	MEM	707
OR125585	OR125585	MEM	707
OR125584	OR125584	MEM	707
PQ349084	PQ349084	MEM	707
KJ591604	KJ591604	MEM	707
OR125583	OR125583	MEM	707
MG962366	MG962366	REP	708
KC595513	KC595513	REP	709
KC595512	KC595512	MEM	709
MN091625	MN091625	REP	710
MW001214	MW001214	REP	711
PP819608	PP819608	MEM	711
MK813939	MK813939	REP	712
OM293948	OM293948	REP	713
KF554508	KF554508	REP	714
MZ417331	MZ417331	REP	715
KX011028	KX011028	MEM	715
OP297178	OP297178	REP	716
PP034388	PP034388	REP	717
OP534061	OP534061	REP	718
PP680569	PP680569	MEM	718
PP680570	PP680570	MEM	718
KU640380	KU640380	REP	719
OQ031075	OQ031075	REP	720
MT311645	MT311645	MEM	720
PQ818400	PQ818400	MEM	720
MW149273	MW149273	MEM	720
KY963424	KY963424	MEM	720
OK254197	OK254197	MEM	720
OP394141	OP394141	MEM	720
PP502935	PP502935	MEM	720
MW149275	MW149275	MEM	720
OK108607	OK108607	MEM	720
OR862218	OR862218	MEM	720
MN026741	MN026741	MEM	720
OR712157	OR712157	REP	721
PP978770	PP978770	REP	722
PQ114736	PQ114736	MEM	722
OP617741	OP617741	REP	723
MT234670	MT234670	REP	724
MK883717	MK883717	REP	725
OQ420740	OQ420740	MEM	725
MK883718	MK883718	MEM	725
OQ626344	OQ626344	MEM	725
OR992645	OR992645	MEM	725
OQ921337	OQ921337	REP	726
OQ921336	OQ921336	MEM	726
PP464953	PP464953	REP	727
PP261279	PP261279	MEM	727
MT325768	MT325768	REP	728
MK504446	MK504446	REP	729
LC576631	LC576631	REP	730
OP558001	OP558001	REP	731
OQ032512	OQ032512	REP	732
MK504443	MK504443	REP	733
LC647030	LC647030	REP	734
MW824371	MW824371	REP	735
MW824372	MW824372	MEM	735
MN586040	MN586040	REP	736
MT521993	MT521993	MEM	736
KX822733	KX822733	REP	737
OQ749652	OQ749652	REP	738
MK494112	MK494112	REP	739
OQ190480	OQ190480	MEM	739
MF358542	MF358542	MEM	739
MW507136	MW507136	MEM	739
PQ114737	PQ114737	MEM	739
PQ114756	PQ114756	MEM	739
PQ184810	PQ184810	MEM	739
PQ184791	PQ184791	MEM	739
MN369743	MN369743	MEM	739
MF347638	MF347638	MEM	739
PQ114750	PQ114750	MEM	739
OR553908	OR553908	MEM	739
MK460248	MK460248	MEM	739
PP537959	PP537959	MEM	739
OP263969	OP263969	REP	740
AP019522	AP019522	MEM	740
PP034390	PP034390	REP	741
GU296433	GU296433	REP	742
KX236333	KX236333	MEM	742
JX569801	JX569801	MEM	742
MT863718	MT863718	MEM	742
MT863719	MT863719	MEM	742
KX229736	KX229736	MEM	742
KX879627	KX879627	MEM	742
MW057933	MW057933	MEM	742
MT863723	MT863723	MEM	742
MT863730	MT863730	MEM	742
MT863731	MT863731	MEM	742
MT863717	MT863717	MEM	742
MT863724	MT863724	MEM	742
MT863726	MT863726	MEM	742
MT863725	MT863725	MEM	742
MT863722	MT863722	MEM	742
MT863721	MT863721	MEM	742
MT863720	MT863720	MEM	742
MT863716	MT863716	MEM	742
MT863727	MT863727	MEM	742
MT863728	MT863728	MEM	742
MT863729	MT863729	MEM	742
MT863715	MT863715	MEM	742
MT863714	MT863714	MEM	742
OQ515481	OQ515481	MEM	742
JN132397	JN132397	MEM	742
MW074124	MW074124	MEM	742
KF148616	KF148616	MEM	742
FR823450	FR823450	MEM	742
OQ864999	OQ864999	MEM	742
KX774321	KX774321	REP	743
MZ958750	MZ958750	REP	744
MF358541	MF358541	MEM	744
KM652554	KM652554	MEM	744
MK977711	MK977711	MEM	744
ON922990	ON922990	REP	745
OL829978	OL829978	REP	746
PP171442	PP171442	MEM	746
AF020713	AF020713	REP	747
KT151959	KT151959	REP	748
MF547662	MF547662	REP	749
MF547663	MF547663	MEM	749
MT897905	MT897905	REP	750
ON970591	ON970591	MEM	750
MT684590	MT684590	MEM	750
ON970590	ON970590	REP	751
PQ244013	PQ244013	MEM	751
MW291014	MW291014	MEM	751
PP358748	PP358748	MEM	751
MN369750	MN369750	MEM	751
MN428060	MN428060	MEM	751
MN484599	MN484599	MEM	751
MH590599	MH590599	MEM	751
MN369757	MN369757	MEM	751
ON970579	ON970579	MEM	751
OQ709199	OQ709199	MEM	751
PQ184817	PQ184817	MEM	751
OR725493	OR725493	MEM	751
ON260819	ON260819	MEM	751
ON260828	ON260828	MEM	751
MK801722	MK801722	MEM	751
MW507134	MW507134	MEM	751
MH576964	MH576964	MEM	751
OQ921342	OQ921342	REP	752
PP358745	PP358745	REP	753
MH576965	MH576965	REP	754
ON075799	ON075799	REP	755
KJ018209	KJ018209	REP	756
ON107264	ON107264	REP	757
MH729379	MH729379	REP	758
MF347639	MF347639	REP	759
PP405139	PP405139	MEM	759
MT711976	MT711976	REP	760
KY883635	KY883635	REP	761
KY065147	KY065147	MEM	761
MW794192	MW794192	MEM	761
MN402506	MN402506	MEM	761
MW794175	MW794175	MEM	761
MW794185	MW794185	MEM	761
MW794187	MW794187	MEM	761
MW794184	MW794184	MEM	761
MW794186	MW794186	MEM	761
MH310936	MH310936	MEM	761
MH310934	MH310934	MEM	761
MW794191	MW794191	MEM	761
KY883634	KY883634	MEM	761
HQ641352	HQ641352	MEM	761
HQ641351	HQ641351	MEM	761
HQ641350	HQ641350	MEM	761
MW794189	MW794189	MEM	761
KY883636	KY883636	MEM	761
HQ641354	HQ641354	MEM	761
MW794146	MW794146	MEM	761
MW794147	MW794147	MEM	761
MW794142	MW794142	MEM	761
MW794149	MW794149	MEM	761
MW794143	MW794143	MEM	761
MW794144	MW794144	MEM	761
MW794145	MW794145	MEM	761
MW794148	MW794148	MEM	761
MW794181	MW794181	MEM	761
HQ641353	HQ641353	MEM	761
KY883637	KY883637	MEM	761
HQ641347	HQ641347	MEM	761
HQ641349	HQ641349	MEM	761
HQ641348	HQ641348	MEM	761
MW911613	MW911613	MEM	761
MW794178	MW794178	MEM	761
MH310933	MH310933	MEM	761
MW794140	MW794140	MEM	761
MH310935	MH310935	MEM	761
MW794170	MW794170	MEM	761
KY883639	KY883639	MEM	761
MW794154	MW794154	MEM	761
MW794155	MW794155	MEM	761
MW794162	MW794162	MEM	761
MW794156	MW794156	MEM	761
MW794165	MW794165	MEM	761
MW794167	MW794167	MEM	761
MW794171	MW794171	MEM	761
MW794157	MW794157	MEM	761
MW794166	MW794166	MEM	761
MW794164	MW794164	MEM	761
MZ292654	MZ292654	MEM	761
MW794169	MW794169	MEM	761
MW794160	MW794160	MEM	761
MW794163	MW794163	MEM	761
MW794161	MW794161	MEM	761
MW794152	MW794152	MEM	761
MW794180	MW794180	MEM	761
MW794179	MW794179	MEM	761
MW794182	MW794182	MEM	761
MW794183	MW794183	MEM	761
KY883638	KY883638	MEM	761
MW794172	MW794172	MEM	761
MW794190	MW794190	MEM	761
MW794173	MW794173	MEM	761
MW794150	MW794150	MEM	761
MW794153	MW794153	MEM	761
KY883640	KY883640	MEM	761
MW911615	MW911615	MEM	761
MW911612	MW911612	MEM	761
MW911614	MW911614	MEM	761
MW794176	MW794176	MEM	761
MW794159	MW794159	MEM	761
MN419153	MN419153	MEM	761
MW794158	MW794158	MEM	761
MW794151	MW794151	MEM	761
MW794168	MW794168	MEM	761
MW794188	MW794188	MEM	761
MW794177	MW794177	MEM	761
MW794174	MW794174	MEM	761
OQ921341	OQ921341	REP	762
MF347637	MF347637	REP	763
OR253899	OR253899	MEM	763
OR253911	OR253911	MEM	763
ON108650	ON108650	MEM	763
MF347636	MF347636	MEM	763
OR253896	OR253896	MEM	763
OK310502	OK310502	MEM	763
MN096371	MN096371	MEM	763
PP978780	PP978780	MEM	763
PP978881	PP978881	MEM	763
PP978811	PP978811	REP	764
OR553905	OR553905	REP	765
MH590597	MH590597	REP	766
MW824376	MW824376	REP	767
MN444876	MN444876	REP	768
MH576968	MH576968	REP	769
MH153807	MH153807	REP	770
KY554771	KY554771	REP	771
KY554772	KY554772	MEM	771
CP067347	CP067347	REP	772
MT310865	MT310865	REP	773
PP921807	PP921807	REP	774
CP069348	CP069348	REP	775
OQ921339	OQ921339	REP	776
OQ921343	OQ921343	REP	777
MF155946	MF155946	REP	778
KR534323	KR534323	REP	779
MH153812	MH153812	REP	780
MT366946	MT366946	REP	781
MT366945	MT366945	MEM	781
KY030782	KY030782	MEM	781
PP526179	PP526179	MEM	781
PP526178	PP526178	MEM	781
OQ921346	OQ921346	REP	782
OQ921347	OQ921347	MEM	782
OP021680	OP021680	REP	783
MK359351	MK359351	MEM	783
MK359332	MK359332	MEM	783
OR253901	OR253901	MEM	783
MH727564	MH727564	MEM	783
LN681537	LN681537	REP	784
CP011970	CP011970	MEM	784
AY682195	AY682195	REP	785
MT188704	MT188704	REP	786
OM236515	OM236515	REP	787
MN369754	MN369754	REP	788
MH536811	MH536811	MEM	788
MW822145	MW822145	REP	789
MK554696	MK554696	REP	790
OQ808963	OQ808963	MEM	790
OQ808965	OQ808965	MEM	790
MT684598	MT684598	REP	791
MZ820095	MZ820095	REP	792
MW365952	MW365952	MEM	792
MH651172	MH651172	MEM	792
MH590589	MH590589	MEM	792
ON456343	ON456343	MEM	792
KT151957	KT151957	REP	793
KT151955	KT151955	MEM	793
MH536814	MH536814	REP	794
ON645339	ON645339	REP	795
OQ995431	OQ995431	REP	796
MT114162	MT114162	MEM	796
KY629563	KY629563	REP	797
OR397124	OR397124	REP	798
KM677185	KM677185	REP	799
MT952852	MT952852	REP	800
KX507046	KX507046	REP	801
OQ921344	OQ921344	REP	802
OQ995430	OQ995430	REP	803
OR553903	OR553903	MEM	803
OQ999401	OQ999401	REP	804
KF302034	KF302034	REP	805
OQ106917	OQ106917	REP	806
OQ079156	OQ079156	MEM	806
MN966732	MN966732	MEM	806
MN966730	MN966730	MEM	806
OQ095919	OQ095919	MEM	806
MK796244	MK796244	MEM	806
MT460514	MT460514	MEM	806
MN966731	MN966731	MEM	806
MW344054	MW344054	MEM	806
MK895508	MK895508	MEM	806
OQ095916	OQ095916	MEM	806
MN958086	MN958086	MEM	806
OQ095918	OQ095918	MEM	806
MT460517	MT460517	MEM	806
MT460516	MT460516	MEM	806
OQ095915	OQ095915	MEM	806
MT460518	MT460518	MEM	806
MT448616	MT448616	MEM	806
OQ095917	OQ095917	MEM	806
MW344056	MW344056	MEM	806
MW344055	MW344055	MEM	806
MT460515	MT460515	MEM	806
MT459144	MT459144	MEM	806
MK907780	MK907780	MEM	806
MN234216	MN234216	REP	807
PP537961	PP537961	REP	808
MT366947	MT366947	REP	809
MT366948	MT366948	MEM	809
MG649967	MG649967	REP	810
KF926093	KF926093	REP	811
MZ820093	MZ820093	REP	812
MZ820094	MZ820094	MEM	812
MK061412	MK061412	MEM	812
MW435853	MW435853	MEM	812
MT448617	MT448617	REP	813
MW073017	MW073017	REP	814
MG649966	MG649966	REP	815
KY554777	KY554777	REP	816
ON208830	ON208830	REP	817
OM135992	OM135992	REP	818
HM242243	HM242243	MEM	818
PP504779	PP504779	MEM	818
OQ921348	OQ921348	REP	819
PQ036876	PQ036876	REP	820
MT024872	MT024872	REP	821
MT024865	MT024865	MEM	821
PP171439	PP171439	REP	822
MW794141	MW794141	REP	823
MG757153	MG757153	REP	824
MK620896	MK620896	MEM	824
PP171440	PP171440	REP	825
OQ921345	OQ921345	REP	826
PP934186	PP934186	REP	827
MT601274	MT601274	REP	828
MT601273	MT601273	MEM	828
MH445380	MH445380	REP	829
MT601272	MT601272	REP	830
OL580764	OL580764	MEM	830
KY554773	KY554773	REP	831
KY554775	KY554775	MEM	831
KY554774	KY554774	MEM	831
KY554776	KY554776	MEM	831
KY554770	KY554770	MEM	831
KY554769	KY554769	MEM	831
KY554768	KY554768	MEM	831
PP438436	PP438436	REP	832
KU927497	KU927497	REP	833
KX017521	KX017521	MEM	833
OP045498	OP045498	MEM	833
OR413346	OR413346	MEM	833
OR413343	OR413343	MEM	833
KM236244	KM236244	MEM	833
MK728824	MK728824	MEM	833
LC659915	LC659915	MEM	833
OQ870555	OQ870555	MEM	833
MK050846	MK050846	MEM	833
MT074450	MT074450	MEM	833
OR991742	OR991742	MEM	833
PP105779	PP105779	MEM	833
MG065642	MG065642	MEM	833
OR242313	OR242313	MEM	833
MH370386	MH370386	MEM	833
OQ359890	OQ359890	MEM	833
PP213450	PP213450	MEM	833
MK393882	MK393882	MEM	833
MW411578	MW411578	MEM	833
MT074458	MT074458	MEM	833
MZ501076	MZ501076	MEM	833
OR413344	OR413344	MEM	833
MZ501105	MZ501105	MEM	833
MK728825	MK728825	MEM	833
OR067837	OR067837	MEM	833
MT074452	MT074452	MEM	833
MZ570151	MZ570151	MEM	833
MT833283	MT833283	MEM	833
MK972704	MK972704	MEM	833
MK972709	MK972709	MEM	833
PP926508	PP926508	MEM	833
MW357609	MW357609	MEM	833
OK288022	OK288022	MEM	833
MT074457	MT074457	MEM	833
PQ664488	PQ664488	MEM	833
MH631454	MH631454	MEM	833
OR513095	OR513095	MEM	833
OQ341635	OQ341635	MEM	833
OR464143	OR464143	MEM	833
OR400517	OR400517	MEM	833
OR464144	OR464144	MEM	833
MK972707	MK972707	MEM	833
LC788711	LC788711	MEM	833
MZ501072	MZ501072	MEM	833
OR896822	OR896822	MEM	833
MK947458	MK947458	MEM	833
MH370379	MH370379	MEM	833
MH370369	MH370369	MEM	833
MK005300	MK005300	MEM	833
OQ570641	OQ570641	MEM	833
MT074460	MT074460	MEM	833
OR896824	OR896824	MEM	833
MK947459	MK947459	MEM	833
OL451946	OL451946	MEM	833
MN218191	MN218191	MEM	833
MN379739	MN379739	MEM	833
MN218190	MN218190	MEM	833
OL770310	OL770310	MEM	833
LC788709	LC788709	MEM	833
KY787212	KY787212	MEM	833
MN994501	MN994501	MEM	833
LC788710	LC788710	MEM	833
PP438655	PP438655	MEM	833
MT074455	MT074455	MEM	833
MK809530	MK809530	MEM	833
CP000917	CP000917	MEM	833
MK972717	MK972717	MEM	833
MK907269	MK907269	MEM	833
MK907271	MK907271	MEM	833
MK907267	MK907267	MEM	833
MK907270	MK907270	MEM	833
MK907268	MK907268	MEM	833
MH370366	MH370366	MEM	833
MT732454	MT732454	REP	834
MT732455	MT732455	MEM	834
MT732451	MT732451	MEM	834
MT732452	MT732452	MEM	834
MT732453	MT732453	MEM	834
MT732450	MT732450	MEM	834
MZ969646	MZ969646	REP	835
MK373792	MK373792	REP	836
MK813941	MK813941	REP	837
MF418016	MF418016	REP	838
OP718284	OP718284	REP	839
KX845404	KX845404	REP	840
MT380195	MT380195	MEM	840
ON637170	ON637170	MEM	840
MW713578	MW713578	MEM	840
PQ337358	PQ337358	MEM	840
OP171943	OP171943	MEM	840
OQ790079	OQ790079	MEM	840
PQ283208	PQ283208	MEM	840
MZ634344	MZ634344	MEM	840
MN552145	MN552145	REP	841
MK804893	MK804893	REP	842
HE956708	HE956708	REP	843
MK620899	MK620899	REP	844
MN096369	MN096369	MEM	844
MT770738	MT770738	REP	845
JX195166	JX195166	REP	846
MF431736	MF431736	REP	847
MF431741	MF431741	MEM	847
MF431740	MF431740	MEM	847
MF431739	MF431739	MEM	847
MF431737	MF431737	MEM	847
MF431738	MF431738	MEM	847
PP554578	PP554578	MEM	847
PP810246	PP810246	MEM	847
ON526840	ON526840	MEM	847
MT989367	MT989367	MEM	847
MT074449	MT074449	MEM	847
MT074465	MT074465	MEM	847
MT653145	MT653145	MEM	847
MT074453	MT074453	MEM	847
OM033136	OM033136	REP	848
OR472329	OR472329	REP	849
AY587007	AY587007	REP	850
AY692264	AY692264	MEM	850
AY543070	AY543070	MEM	850
PP712102	PP712102	REP	851
MN871510	MN871510	MEM	851
MN871511	MN871511	MEM	851
MN871505	MN871505	MEM	851
MH925094	MH925094	MEM	851
KY940711	KY940711	REP	852
PP171438	PP171438	REP	853
MN994504	MN994504	REP	854
OQ291056	OQ291056	MEM	854
OQ291045	OQ291045	MEM	854
OQ291057	OQ291057	MEM	854
OQ291058	OQ291058	MEM	854
PP993145	PP993145	MEM	854
KM190144	KM190144	REP	855
MK373799	MK373799	REP	856
MK373797	MK373797	MEM	856
MF431735	MF431735	REP	857
MF431734	MF431734	MEM	857
MF431732	MF431732	MEM	857
MF431733	MF431733	MEM	857
MF431731	MF431731	MEM	857
MF431730	MF431730	MEM	857
MN954399	MN954399	REP	858
MW960030	MW960030	REP	859
MF370964	MF370964	REP	860
PP171441	PP171441	REP	861
OQ846916	OQ846916	REP	862
MK373796	MK373796	REP	863
KP143763	KP143763	REP	864
KX130863	KX130863	MEM	864
MW398869	MW398869	REP	865
OQ291031	OQ291031	REP	866
CP058330	CP058330	REP	867
MK422451	MK422451	MEM	867
MZ779062	MZ779062	MEM	867
MT004791	MT004791	REP	868
PP926504	PP926504	MEM	868
OQ674103	OQ674103	MEM	868
MT074463	MT074463	MEM	868
MT074456	MT074456	MEM	868
MT074468	MT074468	MEM	868
OQ383621	OQ383621	MEM	868
MT074454	MT074454	MEM	868
MT074459	MT074459	MEM	868
PP941779	PP941779	REP	869
OR485018	OR485018	MEM	869
PP892525	PP892525	MEM	869
ON185585	ON185585	MEM	869
OQ885479	OQ885479	MEM	869
OK143207	OK143207	MEM	869
MN994502	MN994502	REP	870
OP745948	OP745948	MEM	870
MH370378	MH370378	MEM	870
MN970211	MN970211	MEM	870
KY677846	KY677846	MEM	870
OQ291034	OQ291034	REP	871
OQ291060	OQ291060	MEM	871
KY363465	KY363465	REP	872
CP027117	CP027117	REP	873
MN956514	MN956514	REP	874
OR896820	OR896820	MEM	874
HQ406778	HQ406778	REP	875
MT778838	MT778838	REP	876
OR621298	OR621298	REP	877
AP019559	AP019559	MEM	877
MN994496	MN994496	REP	878
KY114934	KY114934	REP	879
OQ291035	OQ291035	REP	880
OQ291061	OQ291061	MEM	880
OQ291059	OQ291059	MEM	880
OQ291029	OQ291029	REP	881
OQ291030	OQ291030	MEM	881
PP407513	PP407513	MEM	881
PQ495740	PQ495740	REP	882
OM654377	OM654377	REP	883
MN988547	MN988547	REP	884
MN988548	MN988548	MEM	884
MN988543	MN988543	REP	885
MN988506	MN988506	MEM	885
MN988505	MN988505	MEM	885
MK770119	MK770119	REP	886
MZ616364	MZ616364	MEM	886
PP094244	PP094244	REP	887
PP554579	PP554579	MEM	887
OR413584	OR413584	MEM	887
OR896837	OR896837	MEM	887
OR896834	OR896834	MEM	887
PP429239	PP429239	MEM	887
MH719082	MH719082	REP	888
PQ041629	PQ041629	REP	889
OQ291032	OQ291032	REP	890
KP280063	KP280063	REP	891
KY883654	KY883654	MEM	891
KY883655	KY883655	MEM	891
OR725492	OR725492	REP	892
OR725497	OR725497	MEM	892
MK813938	MK813938	REP	893
MG676225	MG676225	REP	894
OP820700	OP820700	REP	895
OP820701	OP820701	REP	896
OP820702	OP820702	MEM	896
MN484601	MN484601	REP	897
OM033135	OM033135	REP	898
OM033134	OM033134	MEM	898
PP725410	PP725410	REP	899
OR813930	OR813930	REP	900
FO818745	FO818745	REP	901
MH160767	MH160767	MEM	901
JX483881	JX483881	REP	902
OQ291036	OQ291036	REP	903
MN197465	MN197465	REP	904
PP779479	PP779479	MEM	904
PP810245	PP810245	MEM	904
MT074466	MT074466	MEM	904
OQ674104	OQ674104	MEM	904
LC487410	LC487410	REP	905
PP350014	PP350014	REP	906
DQ126339	DQ126339	MEM	906
KP869108	KP869108	MEM	906
MN148435	MN148435	MEM	906
PQ030848	PQ030848	MEM	906
MK318083	MK318083	REP	907
PP836394	PP836394	REP	908
OR122687	OR122687	MEM	908
OQ291033	OQ291033	REP	909
PQ495741	PQ495741	REP	910
HM029250	HM029250	REP	911
OR083247	OR083247	REP	912
MZ501109	MZ501109	REP	913
MK770410	MK770410	REP	914
MK972708	MK972708	MEM	914
PP848849	PP848849	REP	915
PP848848	PP848848	MEM	915
PP848850	PP848850	MEM	915
PP848838	PP848838	MEM	915
PP848837	PP848837	MEM	915
MZ571830	MZ571830	MEM	915
PP848836	PP848836	REP	916
PP848855	PP848855	MEM	916
OR426634	OR426634	MEM	916
MK524529	MK524529	REP	917
MH077579	MH077579	MEM	917
MZ622169	MZ622169	MEM	917
MN062701	MN062701	MEM	917
MK524527	MK524527	MEM	917
MK967379	MK967379	MEM	917
MH697582	MH697582	MEM	917
MK967402	MK967402	MEM	917
MH727551	MH727551	MEM	917
MZ958748	MZ958748	MEM	917
MH669017	MH669017	MEM	917
KF114875	KF114875	MEM	917
MK894436	MK894436	REP	918
OP297539	OP297539	MEM	918
MK814760	MK814760	MEM	918
OP820470	OP820470	MEM	918
MT074467	MT074467	REP	919
MZ501108	MZ501108	REP	920
MW824423	MW824423	REP	921
MW824416	MW824416	MEM	921
MW824425	MW824425	MEM	921
MW824415	MW824415	MEM	921
MW824424	MW824424	MEM	921
MW824419	MW824419	MEM	921
MW824426	MW824426	MEM	921
MW824422	MW824422	MEM	921
MK867835	MK867835	REP	922
OQ939939	OQ939939	REP	923
OQ359889	OQ359889	REP	924
PP579741	PP579741	REP	925
MT771347	MT771347	REP	926
MN183282	MN183282	MEM	926
MN434096	MN434096	REP	927
OR231919	OR231919	MEM	927
MN434094	MN434094	MEM	927
MH697583	MH697583	REP	928
MF919512	MF919512	MEM	928
MZ501058	MZ501058	REP	929
MT074464	MT074464	REP	930
CP067352	CP067352	REP	931
OQ362005	OQ362005	REP	932
MK524504	MK524504	REP	933
MK524521	MK524521	MEM	933
PQ184790	PQ184790	MEM	933
OR195048	OR195048	MEM	933
MN183286	MN183286	MEM	933
MZ571828	MZ571828	REP	934
OM223115	OM223115	REP	935
MW567727	MW567727	REP	936
MG209611	MG209611	REP	937
OP917929	OP917929	REP	938
OL960030	OL960030	MEM	938
MT074461	MT074461	REP	939
MH370375	MH370375	REP	940
KX925554	KX925554	REP	941
MK370036	MK370036	REP	942
MT074447	MT074447	MEM	942
MN095770	MN095770	REP	943
ON287373	ON287373	MEM	943
PP179318	PP179318	REP	944
MF919504	MF919504	REP	945
MT354569	MT354569	REP	946
OM140839	OM140839	MEM	946
MZ501075	MZ501075	REP	947
MG018927	MG018927	REP	948
MG603697	MG603697	REP	949
OM386657	OM386657	REP	950
MT233524	MT233524	REP	951
MH645904	MH645904	REP	952
OQ383622	OQ383622	REP	953
MH370376	MH370376	REP	954
MH370380	MH370380	MEM	954
MH370367	MH370367	MEM	954
MK279849	MK279849	REP	955
JF937090	JF937090	MEM	955
JF957059	JF957059	MEM	955
MW679026	MW679026	REP	956
OK272477	OK272477	REP	957
MZ456352	MZ456352	REP	958
MN586029	MN586029	REP	959
MW314846	MW314846	MEM	959
MW006481	MW006481	REP	960
MW006478	MW006478	MEM	960
MW206381	MW206381	REP	961
MZ501074	MZ501074	REP	962
OQ359888	OQ359888	REP	963
JQ340389	JQ340389	REP	964
OR492276	OR492276	REP	965
OP688485	OP688485	REP	966
MT080103	MT080103	REP	967
KR233164	KR233164	REP	968
PQ041310	PQ041310	REP	969
OL502173	OL502173	REP	970
MN445182	MN445182	REP	971
MF402939	MF402939	REP	972
PQ492289	PQ492289	REP	973
AY129338	AY129338	REP	974
MK630230	MK630230	REP	975
OQ417966	OQ417966	REP	976
OQ417964	OQ417964	MEM	976
OR723929	OR723929	REP	977
OR492254	OR492254	REP	978
MH745368	MH745368	MEM	978
PQ462666	PQ462666	MEM	978
KM925136	KM925136	REP	979
MF072690	MF072690	MEM	979
MF133445	MF133445	MEM	979
MT653146	MT653146	REP	980
MT653143	MT653143	MEM	980
MN270258	MN270258	REP	981
MN270259	MN270259	MEM	981
MK524516	MK524516	REP	982
MW423798	MW423798	REP	983
OL800604	OL800604	REP	984
JN698997	JN698997	REP	985
MF919534	MF919534	MEM	985
KM400683	KM400683	MEM	985
MN270279	MN270279	REP	986
OR413347	OR413347	REP	987
OR413342	OR413342	MEM	987
MF668284	MF668284	REP	988
PP216084	PP216084	REP	989
MH399772	MH399772	REP	990
MT843274	MT843274	REP	991
OP594723	OP594723	MEM	991
KF006818	KF006818	REP	992
MT577844	MT577844	REP	993
MW132714	MW132714	REP	994
KM101123	KM101123	REP	995
LC788706	LC788706	REP	996
OK272480	OK272480	REP	997
KJ190157	KJ190157	MEM	997
MN022787	MN022787	REP	998
MN316588	MN316588	MEM	998
MT778840	MT778840	REP	999
KF614509	KF614509	MEM	999
CP101896	CP101896	REP	1000
CP101890	CP101890	MEM	1000
MW057857	MW057857	REP	1001
MG969406	MG969406	REP	1002
MW006474	MW006474	MEM	1002
MG969405	MG969405	MEM	1002
PP068124	PP068124	MEM	1002
PP068123	PP068123	MEM	1002
MW006475	MW006475	MEM	1002
MW006482	MW006482	MEM	1002
MG969414	MG969414	MEM	1002
MG969407	MG969407	MEM	1002
KP143762	KP143762	MEM	1002
