Contig_id	Status	Population_number
Ga0531456_000655	MEM	1068
Ga0531460_000100	REP	1069
Ga0531456_000182	MEM	1069
Ga0531464_000194	REP	1070
Ga0531459_000359	REP	1071
Ga0531455_000240	MEM	1071
Ga0531459_000360	REP	1072
Ga0531464_000195	REP	1073
Ga0531462_000634	MEM	1073
Ga0531454_000048	REP	1074
Ga0531458_00008	REP	1075
Ga0531459_000361	REP	1076
Ga0531460_000101	REP	1077
Ga0531464_000197	REP	1078
Ga0531465_000103	MEM	1078
Ga0531463_000097	MEM	1078
Ga0531459_000362	REP	1079
Ga0531463_000033	REP	1080
Ga0531460_000102	REP	1081
Ga0531464_000198	REP	1082
Ga0531464_000199	REP	1083
Ga0531462_000172	MEM	1083
Ga0531463_000083	MEM	1083
Ga0531457_000105	REP	1084
Ga0531464_000200	REP	1085
Ga0531459_000363	REP	1086
Ga0531462_000120	REP	1087
Ga0531464_000949	MEM	1087
Ga0531457_000106	REP	1088
Ga0531455_000073	REP	1089
Ga0531459_000364	REP	1090
Ga0531456_000120	REP	1091
Ga0531464_000201	REP	1092
Ga0531462_000585	MEM	1092
Ga0531465_000098	REP	1093
Ga0531459_000365	REP	1094
Ga0531464_000202	REP	1095
Ga0531465_000289	MEM	1095
Ga0531459_000366	REP	1096
Ga0531460_000621	MEM	1096
Ga0531457_000107	REP	1097
Ga0531461_000235	MEM	1097
Ga0531457_000108	REP	1098
Ga0531464_000240	MEM	1098
Ga0531454_000049	REP	1099
Ga0531459_000367	REP	1100
Ga0531464_000203	REP	1101
Ga0531459_000368	REP	1102
Ga0531464_000204	REP	1103
Ga0531456_000121	REP	1104
Ga0531460_000308	MEM	1104
Ga0531459_000369	REP	1105
Ga0531460_000103	REP	1106
Ga0531456_000187	MEM	1106
Ga0531460_000104	REP	1107
Ga0531459_000370	REP	1108
Ga0531461_000049	REP	1109
Ga0531460_000105	REP	1110
Ga0531459_000371	REP	1111
Ga0531459_000372	REP	1112
Ga0531454_000050	REP	1113
Ga0531459_000373	REP	1114
Ga0531465_000100	REP	1115
Ga0531459_000374	REP	1116
Ga0531464_000205	REP	1117
Ga0531462_000318	MEM	1117
Ga0531463_000102	MEM	1117
Ga0531461_000188	MEM	1117
Ga0531465_000409	MEM	1117
Ga0531463_000034	REP	1118
Ga0531457_000206	MEM	1118
Ga0531465_000366	MEM	1118
Ga0531461_000190	MEM	1118
Ga0531455_000076	REP	1119
Ga0531457_000111	REP	1120
Ga0531461_000243	MEM	1120
Ga0531461_000259	MEM	1120
Ga0531462_000122	REP	1121
Ga0531462_000123	REP	1122
Ga0531464_000503	MEM	1122
Ga0531460_000106	REP	1123
Ga0531456_000123	REP	1124
Ga0531460_000233	MEM	1124
Ga0531457_000112	REP	1125
Ga0531462_000125	REP	1126
Ga0531465_000362	MEM	1126
Ga0531457_000317	MEM	1126
Ga0531464_001337	MEM	1126
Ga0531462_000126	REP	1127
Ga0531464_000206	REP	1128
Ga0531465_000237	MEM	1128
Ga0531459_000375	REP	1129
Ga0531459_000376	REP	1130
Ga0531456_000124	REP	1131
Ga0531460_000596	MEM	1131
Ga0531463_000035	REP	1132
Ga0531462_000128	REP	1133
Ga0531464_000262	MEM	1133
Ga0531465_000130	MEM	1133
Ga0531463_000125	MEM	1133
Ga0531457_000524	MEM	1133
Ga0531457_000113	REP	1134
Ga0531461_000175	MEM	1134
Ga0531459_000377	REP	1135
Ga0531456_000588	MEM	1135
Ga0531460_000519	MEM	1135
Ga0531458_00009	REP	1136
Ga0531459_001204	MEM	1136
Ga0531459_000378	REP	1137
Ga0531455_000386	MEM	1137
Ga0531459_000379	REP	1138
Ga0531464_000207	REP	1139
Ga0531462_000422	MEM	1139
Ga0531461_000051	REP	1140
Ga0531457_000336	MEM	1140
Ga0531459_000380	REP	1141
Ga0531455_000308	MEM	1141
Ga0531459_000381	REP	1142
Ga0531464_000208	REP	1143
Ga0531465_000104	MEM	1143
Ga0531460_000107	REP	1144
Ga0531459_000383	REP	1145
Ga0531462_000131	REP	1146
Ga0531464_000643	MEM	1146
Ga0531460_000108	REP	1147
Ga0531457_000114	REP	1148
Ga0531459_000384	REP	1149
Ga0531460_000109	REP	1150
Ga0531456_000615	MEM	1150
Ga0531464_000211	REP	1151
Ga0531459_000385	REP	1152
Ga0531459_000386	REP	1153
Ga0531459_000387	REP	1154
Ga0531455_000149	MEM	1154
Ga0531457_000116	REP	1155
Ga0531459_000388	REP	1156
Ga0531459_000389	REP	1157
Ga0531459_000390	REP	1158
Ga0531455_000356	MEM	1158
Ga0531459_000391	REP	1159
Ga0531464_000213	REP	1160
Ga0531458_00010	REP	1161
Ga0531459_000957	MEM	1161
Ga0531454_000222	MEM	1161
Ga0531460_000457	MEM	1161
Ga0531454_000218	MEM	1161
Ga0531460_000110	REP	1162
Ga0531462_000135	REP	1163
Ga0531465_000353	MEM	1163
Ga0531464_001028	MEM	1163
Ga0531454_000051	REP	1164
Ga0531460_000121	MEM	1164
Ga0531459_000526	MEM	1164
Ga0531455_000171	MEM	1164
Ga0531461_000052	REP	1165
Ga0531464_000214	REP	1166
Ga0531459_000392	REP	1167
Ga0531465_000106	REP	1168
Ga0531464_001158	MEM	1168
Ga0531459_000393	REP	1169
Ga0531464_000215	REP	1170
Ga0531464_000216	REP	1171
Ga0531460_000111	REP	1172
Ga0531462_000136	REP	1173
Ga0531463_000036	REP	1174
Ga0531456_000126	REP	1175
Ga0531460_000112	REP	1176
Ga0531459_000394	REP	1177
Ga0531465_000107	REP	1178
Ga0531462_000137	REP	1179
Ga0531464_000219	REP	1180
Ga0531460_000113	REP	1181
Ga0531462_000138	REP	1182
Ga0531460_000114	REP	1183
Ga0531456_000161	MEM	1183
Ga0531464_000222	REP	1184
Ga0531459_000395	REP	1185
Ga0531465_000112	REP	1186
Ga0531462_000308	MEM	1186
Ga0531464_001592	MEM	1186
Ga0531464_000888	MEM	1186
Ga0531457_000117	REP	1187
Ga0531459_000396	REP	1188
Ga0531455_000077	REP	1189
Ga0531454_000056	MEM	1189
Ga0531459_001329	MEM	1189
Ga0531464_000223	REP	1190
Ga0531460_000115	REP	1191
Ga0531456_000356	MEM	1191
Ga0531459_000397	REP	1192
Ga0531459_000398	REP	1193
Ga0531459_000399	REP	1194
Ga0531455_000371	MEM	1194
Ga0531454_000052	REP	1195
Ga0531459_000400	REP	1196
Ga0531457_000118	REP	1197
Ga0531461_000131	MEM	1197
Ga0531462_000140	REP	1198
Ga0531457_000119	REP	1199
Ga0531464_000225	REP	1200
Ga0531461_000053	REP	1201
Ga0531457_000249	MEM	1201
Ga0531465_000630	MEM	1201
Ga0531459_000401	REP	1202
Ga0531455_000353	MEM	1202
Ga0531465_000114	REP	1203
Ga0531464_001096	MEM	1203
Ga0531462_000642	MEM	1203
Ga0531464_001381	MEM	1203
Ga0531462_000142	REP	1204
Ga0531464_001121	MEM	1204
Ga0531459_000402	REP	1205
Ga0531464_000226	REP	1206
Ga0531465_000279	MEM	1206
Ga0531461_000060	MEM	1206
Ga0531464_000227	REP	1207
Ga0531457_000120	REP	1208
Ga0531464_000228	REP	1209
Ga0531462_000773	MEM	1209
Ga0531462_000143	REP	1210
Ga0531465_000355	MEM	1210
Ga0531464_001541	MEM	1210
Ga0531459_000403	REP	1211
Ga0531462_000144	REP	1212
Ga0531464_001220	MEM	1212
Ga0531460_000116	REP	1213
Ga0531456_000253	MEM	1213
Ga0531462_000145	REP	1214
Ga0531464_001018	MEM	1214
Ga0531459_000404	REP	1215
Ga0531463_000037	REP	1216
Ga0531462_000182	MEM	1216
Ga0531464_001035	MEM	1216
Ga0531461_000248	MEM	1216
Ga0531464_000230	REP	1217
Ga0531454_000053	REP	1218
Ga0531455_000078	REP	1219
Ga0531457_000122	REP	1220
Ga0531465_000199	MEM	1220
Ga0531462_000646	MEM	1220
Ga0531464_001237	MEM	1220
Ga0531464_000231	REP	1221
Ga0531456_000127	REP	1222
Ga0531456_000128	REP	1223
Ga0531460_000578	MEM	1223
Ga0531460_000666	MEM	1223
Ga0531459_000405	REP	1224
Ga0531461_000054	REP	1225
Ga0531457_000366	MEM	1225
Ga0531456_000129	REP	1226
Ga0531459_000406	REP	1227
Ga0531459_000407	REP	1228
Ga0531454_000054	REP	1229
Ga0531455_000080	REP	1230
Ga0531464_000233	REP	1231
Ga0531459_000408	REP	1232
Ga0531464_000234	REP	1233
Ga0531454_000055	REP	1234
Ga0531455_000081	REP	1235
Ga0531463_000038	REP	1236
Ga0531462_000186	MEM	1236
Ga0531465_000286	MEM	1236
Ga0531459_000409	REP	1237
Ga0531454_000231	MEM	1237
Ga0531459_000410	REP	1238
Ga0531460_000117	REP	1239
Ga0531456_000671	MEM	1239
Ga0531465_000117	REP	1240
Ga0531464_000332	MEM	1240
Ga0531462_000573	MEM	1240
Ga0531462_000514	MEM	1240
Ga0531456_000130	REP	1241
Ga0531459_000411	REP	1242
Ga0531455_000082	REP	1243
Ga0531459_000412	REP	1244
Ga0531456_000131	REP	1245
Ga0531462_000147	REP	1246
Ga0531464_001480	MEM	1246
Ga0531459_000413	REP	1247
Ga0531459_000414	REP	1248
Ga0531455_000287	MEM	1248
Ga0531465_000119	REP	1249
Ga0531461_000055	REP	1250
Ga0531457_000608	MEM	1250
Ga0531456_000132	REP	1251
Ga0531462_000151	REP	1252
Ga0531464_000343	MEM	1252
Ga0531465_000512	MEM	1252
Ga0531463_000039	REP	1253
Ga0531459_000415	REP	1254
Ga0531464_000238	REP	1255
Ga0531464_000239	REP	1256
Ga0531459_000416	REP	1257
Ga0531459_000417	REP	1258
Ga0531459_000418	REP	1259
Ga0531456_000133	REP	1260
Ga0531460_000439	MEM	1260
Ga0531464_000241	REP	1261
Ga0531462_000234	MEM	1261
Ga0531459_000419	REP	1262
Ga0531465_000121	REP	1263
Ga0531464_000242	REP	1264
Ga0531462_000262	MEM	1264
Ga0531459_000420	REP	1265
Ga0531464_000243	REP	1266
Ga0531456_000135	REP	1267
Ga0531465_000122	REP	1268
Ga0531464_000244	REP	1269
Ga0531465_000123	REP	1270
Ga0531464_000259	MEM	1270
Ga0531456_000136	REP	1271
Ga0531454_000057	REP	1272
Ga0531465_000124	REP	1273
Ga0531464_000681	MEM	1273
Ga0531463_000040	REP	1274
Ga0531464_000247	REP	1275
Ga0531465_000125	REP	1276
Ga0531459_000421	REP	1277
Ga0531457_000123	REP	1278
Ga0531459_000422	REP	1279
Ga0531464_000248	REP	1280
Ga0531465_000128	MEM	1280
Ga0531462_000535	MEM	1280
Ga0531464_000249	REP	1281
Ga0531456_000137	REP	1282
Ga0531456_000138	REP	1283
Ga0531456_000139	REP	1284
Ga0531459_000423	REP	1285
Ga0531454_000058	REP	1286
Ga0531464_000251	REP	1287
Ga0531460_000120	REP	1288
Ga0531456_000140	REP	1289
Ga0531460_000256	MEM	1289
Ga0531459_000424	REP	1290
Ga0531462_000153	REP	1291
Ga0531465_000333	MEM	1291
Ga0531464_000252	REP	1292
Ga0531456_000141	REP	1293
Ga0531459_000425	REP	1294
Ga0531462_000154	REP	1295
Ga0531465_000329	MEM	1295
Ga0531464_000960	MEM	1295
Ga0531459_000426	REP	1296
Ga0531457_000124	REP	1297
Ga0531464_000304	MEM	1297
Ga0531455_000085	REP	1298
Ga0531457_000126	REP	1299
Ga0531461_000056	REP	1300
Ga0531457_000387	MEM	1300
Ga0531457_000127	REP	1301
Ga0531462_000155	REP	1302
Ga0531463_000052	MEM	1302
Ga0531464_000502	MEM	1302
Ga0531465_000412	MEM	1302
Ga0531455_000086	REP	1303
Ga0531459_000427	REP	1304
Ga0531461_000057	REP	1305
Ga0531457_000756	MEM	1305
Ga0531460_000122	REP	1306
Ga0531456_000323	MEM	1306
Ga0531464_000253	REP	1307
Ga0531462_000180	MEM	1307
Ga0531460_000123	REP	1308
Ga0531454_000059	REP	1309
Ga0531455_000087	REP	1310
Ga0531459_001328	MEM	1310
Ga0531456_000144	REP	1311
Ga0531456_000145	REP	1312
Ga0531457_000128	REP	1313
Ga0531459_000428	REP	1314
Ga0531464_000254	REP	1315
Ga0531462_000156	REP	1316
Ga0531464_000546	MEM	1316
Ga0531459_000429	REP	1317
Ga0531465_000131	REP	1318
Ga0531462_000442	MEM	1318
Ga0531464_001294	MEM	1318
Ga0531457_000129	REP	1319
Ga0531461_000080	MEM	1319
Ga0531464_000257	REP	1320
Ga0531462_000669	MEM	1320
Ga0531464_000258	REP	1321
Ga0531462_000319	MEM	1321
Ga0531465_000324	MEM	1321
Ga0531462_000158	REP	1322
Ga0531459_000430	REP	1323
Ga0531456_000146	REP	1324
Ga0531460_000124	REP	1325
Ga0531464_000260	REP	1326
Ga0531460_000125	REP	1327
Ga0531454_000128	MEM	1327
Ga0531458_00051	MEM	1327
Ga0531459_000431	REP	1328
Ga0531456_000147	REP	1329
Ga0531456_000148	REP	1330
Ga0531462_000159	REP	1331
Ga0531461_000058	REP	1332
Ga0531457_000398	MEM	1332
Ga0531457_000130	REP	1333
Ga0531461_000275	MEM	1333
Ga0531456_000149	REP	1334
Ga0531464_000261	REP	1335
Ga0531462_000160	REP	1336
Ga0531465_000447	MEM	1336
Ga0531464_001445	MEM	1336
Ga0531461_000264	MEM	1336
Ga0531454_000060	REP	1337
Ga0531458_00056	MEM	1337
Ga0531460_000126	REP	1338
Ga0531456_000150	REP	1339
Ga0531462_000162	REP	1340
Ga0531459_000433	REP	1341
Ga0531455_000408	MEM	1341
Ga0531459_000434	REP	1342
Ga0531462_000163	REP	1343
Ga0531455_000088	REP	1344
Ga0531459_000456	MEM	1344
Ga0531465_000132	REP	1345
Ga0531455_000089	REP	1346
Ga0531459_001228	MEM	1346
Ga0531459_001764	MEM	1346
Ga0531455_000090	REP	1347
Ga0531459_000543	MEM	1347
Ga0531460_000127	REP	1348
Ga0531457_000131	REP	1349
Ga0531459_000435	REP	1350
Ga0531459_000436	REP	1351
Ga0531460_000128	REP	1352
Ga0531456_000175	MEM	1352
Ga0531458_00011	REP	1353
Ga0531457_000132	REP	1354
Ga0531457_000133	REP	1355
Ga0531458_00012	REP	1356
Ga0531454_000341	MEM	1356
Ga0531464_000263	REP	1357
Ga0531464_000264	REP	1358
Ga0531462_000228	MEM	1358
Ga0531460_000200	MEM	1358
Ga0531456_000264	MEM	1358
Ga0531462_000166	REP	1359
Ga0531464_000351	MEM	1359
Ga0531464_000265	REP	1360
Ga0531459_000437	REP	1361
Ga0531457_000134	REP	1362
Ga0531461_000224	MEM	1362
Ga0531460_000130	REP	1363
Ga0531459_000438	REP	1364
Ga0531455_000096	MEM	1364
Ga0531461_000059	REP	1365
Ga0531462_000167	REP	1366
Ga0531457_000135	REP	1367
Ga0531464_000266	REP	1368
Ga0531459_000439	REP	1369
Ga0531455_000145	MEM	1369
Ga0531464_000267	REP	1370
Ga0531462_000778	MEM	1370
Ga0531460_000132	REP	1371
Ga0531456_000515	MEM	1371
Ga0531464_000268	REP	1372
Ga0531455_000091	REP	1373
Ga0531464_000269	REP	1374
Ga0531465_000348	MEM	1374
Ga0531464_000270	REP	1375
Ga0531459_000440	REP	1376
Ga0531456_000153	REP	1377
Ga0531459_000441	REP	1378
Ga0531460_000133	REP	1379
Ga0531464_000271	REP	1380
Ga0531462_000791	MEM	1380
Ga0531460_000134	REP	1381
Ga0531459_000442	REP	1382
Ga0531462_000168	REP	1383
Ga0531465_000151	MEM	1383
Ga0531463_000053	MEM	1383
Ga0531456_000154	REP	1384
Ga0531464_000272	REP	1385
Ga0531465_000205	MEM	1385
Ga0531463_000113	MEM	1385
Ga0531459_000443	REP	1386
Ga0531457_000136	REP	1387
Ga0531457_000137	REP	1388
Ga0531459_000444	REP	1389
Ga0531462_000169	REP	1390
Ga0531464_000425	MEM	1390
Ga0531459_000445	REP	1391
Ga0531460_000135	REP	1392
Ga0531456_000539	MEM	1392
Ga0531464_000274	REP	1393
Ga0531455_000092	REP	1394
Ga0531459_000446	REP	1395
Ga0531462_000170	REP	1396
Ga0531464_000275	REP	1397
Ga0531457_000490	MEM	1397
Ga0531461_000216	MEM	1397
Ga0531463_000165	MEM	1397
Ga0531457_000138	REP	1398
Ga0531459_000447	REP	1399
Ga0531455_000094	REP	1400
Ga0531457_000140	REP	1401
Ga0531465_000134	REP	1402
Ga0531459_000448	REP	1403
Ga0531459_000449	REP	1404
Ga0531457_000141	REP	1405
Ga0531462_000173	REP	1406
Ga0531463_000161	MEM	1406
Ga0531459_000450	REP	1407
Ga0531455_000218	MEM	1407
Ga0531459_000451	REP	1408
Ga0531459_000452	REP	1409
Ga0531459_000453	REP	1410
Ga0531454_000061	REP	1411
Ga0531464_000276	REP	1412
Ga0531454_000062	REP	1413
Ga0531460_000622	MEM	1413
Ga0531457_000142	REP	1414
Ga0531464_000277	REP	1415
Ga0531459_000454	REP	1416
Ga0531464_000278	REP	1417
Ga0531459_000455	REP	1418
Ga0531465_000136	REP	1419
Ga0531464_000298	MEM	1419
Ga0531456_000156	REP	1420
Ga0531459_000457	REP	1421
Ga0531460_000136	REP	1422
Ga0531457_000144	REP	1423
Ga0531455_000097	REP	1424
Ga0531459_000458	REP	1425
Ga0531464_000279	REP	1426
Ga0531459_000459	REP	1427
Ga0531464_000280	REP	1428
Ga0531462_000761	MEM	1428
Ga0531459_000460	REP	1429
Ga0531457_000145	REP	1430
Ga0531464_000281	REP	1431
Ga0531464_000282	REP	1432
Ga0531459_000461	REP	1433
Ga0531464_000283	REP	1434
Ga0531462_000420	MEM	1434
Ga0531457_000146	REP	1435
Ga0531459_000462	REP	1436
Ga0531463_000043	REP	1437
Ga0531464_000284	REP	1438
Ga0531459_000463	REP	1439
Ga0531464_000285	REP	1440
Ga0531465_000148	MEM	1440
Ga0531456_000157	REP	1441
Ga0531460_000144	MEM	1441
Ga0531460_000137	REP	1442
Ga0531464_000286	REP	1443
Ga0531456_000584	MEM	1443
Ga0531455_000098	REP	1444
Ga0531459_000464	REP	1445
Ga0531456_000158	REP	1446
Ga0531465_000138	REP	1447
Ga0531465_000139	REP	1448
Ga0531462_000621	MEM	1448
Ga0531457_000147	REP	1449
Ga0531461_000084	MEM	1449
Ga0531459_000465	REP	1450
Ga0531464_000288	REP	1451
Ga0531462_000687	MEM	1451
Ga0531459_000466	REP	1452
Ga0531465_000140	REP	1453
Ga0531457_000148	REP	1454
Ga0531457_000149	REP	1455
Ga0531464_000289	REP	1456
Ga0531462_000838	MEM	1456
Ga0531462_000175	REP	1457
Ga0531464_000956	MEM	1457
Ga0531462_000176	REP	1458
Ga0531462_000177	REP	1459
Ga0531464_000290	REP	1460
Ga0531460_000139	REP	1461
Ga0531456_000184	MEM	1461
Ga0531462_000611	MEM	1461
Ga0531456_000159	REP	1462
Ga0531459_000468	REP	1463
Ga0531457_000150	REP	1464
Ga0531456_000160	REP	1465
Ga0531464_000291	REP	1466
Ga0531462_000252	MEM	1466
Ga0531465_000217	MEM	1466
Ga0531454_000064	REP	1467
Ga0531459_000469	REP	1468
Ga0531464_000292	REP	1469
Ga0531465_000187	MEM	1469
Ga0531462_000712	MEM	1469
Ga0531464_000293	REP	1470
Ga0531462_000346	MEM	1470
Ga0531456_000162	REP	1471
Ga0531455_000099	REP	1472
Ga0531459_000470	REP	1473
Ga0531459_000471	REP	1474
Ga0531459_000472	REP	1475
Ga0531454_000129	MEM	1475
Ga0531457_000151	REP	1476
Ga0531462_000178	REP	1477
Ga0531465_000436	MEM	1477
Ga0531465_000143	REP	1478
Ga0531464_000727	MEM	1478
Ga0531464_000294	REP	1479
Ga0531459_000474	REP	1480
Ga0531460_000140	REP	1481
Ga0531456_000750	MEM	1481
Ga0531463_000044	REP	1482
Ga0531456_000163	REP	1483
Ga0531460_000319	MEM	1483
Ga0531462_000181	REP	1484
Ga0531459_000475	REP	1485
Ga0531464_000295	REP	1486
Ga0531465_000340	MEM	1486
Ga0531462_000484	MEM	1486
Ga0531464_000296	REP	1487
Ga0531459_000476	REP	1488
Ga0531464_000297	REP	1489
Ga0531458_00015	REP	1490
Ga0531460_000209	MEM	1490
Ga0531454_000118	MEM	1490
Ga0531454_000065	REP	1491
Ga0531464_000299	REP	1492
Ga0531457_000152	REP	1493
Ga0531460_000141	REP	1494
Ga0531456_000398	MEM	1494
Ga0531457_000153	REP	1495
Ga0531455_000100	REP	1496
Ga0531459_001086	MEM	1496
Ga0531462_000183	REP	1497
Ga0531464_000798	MEM	1497
Ga0531460_000142	REP	1498
Ga0531456_000242	MEM	1498
Ga0531459_000477	REP	1499
Ga0531456_000164	REP	1500
Ga0531460_000570	MEM	1500
Ga0531459_000478	REP	1501
Ga0531465_000146	REP	1502
Ga0531462_000233	MEM	1502
Ga0531463_000160	MEM	1502
Ga0531455_000101	REP	1503
Ga0531459_000479	REP	1504
Ga0531464_000300	REP	1505
Ga0531454_000066	REP	1506
Ga0531459_000480	REP	1507
Ga0531454_000113	MEM	1507
Ga0531456_000165	REP	1508
Ga0531462_000184	REP	1509
Ga0531464_000989	MEM	1509
Ga0531460_000143	REP	1510
Ga0531456_000658	MEM	1510
Ga0531463_000045	REP	1511
Ga0531465_000608	MEM	1511
Ga0531464_000852	MEM	1511
Ga0531462_000185	REP	1512
Ga0531465_000180	MEM	1512
Ga0531464_000302	REP	1513
Ga0531459_000481	REP	1514
Ga0531455_000102	REP	1515
Ga0531459_000701	MEM	1515
Ga0531464_000303	REP	1516
Ga0531459_000482	REP	1517
Ga0531455_000103	REP	1518
Ga0531456_000166	REP	1519
Ga0531459_000483	REP	1520
Ga0531459_000484	REP	1521
Ga0531459_000485	REP	1522
Ga0531455_000288	MEM	1522
Ga0531454_000067	REP	1523
Ga0531455_000150	MEM	1523
Ga0531459_000850	MEM	1523
Ga0531456_000167	REP	1524
Ga0531460_000155	MEM	1524
Ga0531457_000154	REP	1525
Ga0531464_000305	REP	1526
Ga0531465_000426	MEM	1526
Ga0531462_000808	MEM	1526
Ga0531459_000487	REP	1527
Ga0531459_000488	REP	1528
Ga0531465_000149	REP	1529
Ga0531462_000468	MEM	1529
Ga0531455_000104	REP	1530
Ga0531465_000150	REP	1531
Ga0531464_000367	MEM	1531
Ga0531462_000472	MEM	1531
Ga0531464_000307	REP	1532
Ga0531464_000308	REP	1533
Ga0531462_000187	MEM	1533
Ga0531461_000061	REP	1534
Ga0531457_000155	REP	1535
Ga0531459_000489	REP	1536
Ga0531457_000156	REP	1537
Ga0531464_000640	MEM	1537
Ga0531461_000208	MEM	1537
Ga0531464_000309	REP	1538
Ga0531465_000152	REP	1539
Ga0531464_000488	MEM	1539
Ga0531460_000145	REP	1540
Ga0531456_000191	MEM	1540
Ga0531465_000153	REP	1541
Ga0531464_000687	MEM	1541
Ga0531462_000363	MEM	1541
Ga0531464_000310	REP	1542
Ga0531464_000311	REP	1543
Ga0531462_000412	MEM	1543
Ga0531465_000521	MEM	1543
Ga0531455_000105	REP	1544
Ga0531459_000491	REP	1545
Ga0531459_000492	REP	1546
Ga0531462_000188	REP	1547
Ga0531463_000136	MEM	1547
Ga0531454_000068	REP	1548
Ga0531459_001449	MEM	1548
Ga0531455_000367	MEM	1548
Ga0531458_00068	MEM	1548
Ga0531460_000579	MEM	1548
Ga0531465_000154	REP	1549
Ga0531457_000157	REP	1550
Ga0531460_000146	REP	1551
Ga0531459_000493	REP	1552
Ga0531457_000158	REP	1553
Ga0531456_000169	REP	1554
Ga0531460_000697	MEM	1554
Ga0531462_000189	REP	1555
Ga0531464_001537	MEM	1555
Ga0531464_000312	REP	1556
Ga0531457_000159	REP	1557
Ga0531460_000147	REP	1558
Ga0531456_000319	MEM	1558
Ga0531457_000160	REP	1559
Ga0531463_000046	REP	1560
Ga0531465_000177	MEM	1560
Ga0531464_000313	REP	1561
Ga0531462_000240	MEM	1561
Ga0531459_000494	REP	1562
Ga0531456_000170	REP	1563
Ga0531460_000480	MEM	1563
Ga0531457_000162	REP	1564
Ga0531459_000495	REP	1565
Ga0531464_000314	REP	1566
Ga0531464_000315	REP	1567
Ga0531461_000066	MEM	1567
Ga0531457_000631	MEM	1567
Ga0531457_000163	REP	1568
Ga0531464_000316	REP	1569
Ga0531465_000155	REP	1570
Ga0531456_000171	REP	1571
Ga0531460_000193	MEM	1571
Ga0531459_000496	REP	1572
Ga0531457_000164	REP	1573
Ga0531464_000317	REP	1574
Ga0531459_000497	REP	1575
Ga0531459_000498	REP	1576
Ga0531464_000319	REP	1577
Ga0531454_000069	REP	1578
Ga0531459_000499	REP	1579
Ga0531460_000148	REP	1580
Ga0531454_000070	REP	1581
Ga0531459_000500	REP	1582
Ga0531464_000320	REP	1583
Ga0531462_000192	REP	1584
Ga0531457_000165	REP	1585
Ga0531459_000501	REP	1586
Ga0531459_000502	REP	1587
Ga0531456_000173	REP	1588
Ga0531464_000321	REP	1589
Ga0531454_000071	REP	1590
Ga0531455_000106	REP	1591
Ga0531459_000503	REP	1592
Ga0531464_000322	REP	1593
Ga0531464_000323	REP	1594
Ga0531465_000159	REP	1595
Ga0531463_000058	MEM	1595
Ga0531459_000504	REP	1596
Ga0531457_000167	REP	1597
Ga0531465_000160	REP	1598
Ga0531457_000168	REP	1599
Ga0531459_000505	REP	1600
Ga0531455_000156	MEM	1600
Ga0531459_000506	REP	1601
Ga0531460_000149	REP	1602
Ga0531456_000174	REP	1603
Ga0531454_000072	REP	1604
Ga0531459_000507	REP	1605
Ga0531465_000161	REP	1606
Ga0531459_000508	REP	1607
Ga0531460_000150	REP	1608
Ga0531455_000108	REP	1609
Ga0531459_000566	MEM	1609
Ga0531454_000205	MEM	1609
Ga0531465_000162	REP	1610
Ga0531462_000193	REP	1611
Ga0531464_000618	MEM	1611
Ga0531464_000324	REP	1612
Ga0531462_000194	REP	1613
Ga0531464_001081	MEM	1613
Ga0531464_000325	REP	1614
Ga0531457_000169	REP	1615
Ga0531459_000509	REP	1616
Ga0531459_000510	REP	1617
Ga0531459_000511	REP	1618
Ga0531456_000176	REP	1619
Ga0531456_000177	REP	1620
Ga0531460_000278	MEM	1620
Ga0531460_000152	REP	1621
Ga0531464_000326	REP	1622
Ga0531461_000062	REP	1623
Ga0531465_000494	MEM	1623
Ga0531459_000512	REP	1624
Ga0531455_000109	REP	1625
Ga0531460_000153	REP	1626
Ga0531456_000324	MEM	1626
Ga0531464_000328	REP	1627
Ga0531465_000164	REP	1628
Ga0531464_000836	MEM	1628
Ga0531462_000195	REP	1629
Ga0531464_001283	MEM	1629
Ga0531465_000165	REP	1630
Ga0531464_000531	MEM	1630
Ga0531457_000170	REP	1631
Ga0531462_000196	REP	1632
Ga0531465_000483	MEM	1632
Ga0531464_001348	MEM	1632
Ga0531459_000513	REP	1633
Ga0531460_000154	REP	1634
Ga0531464_000329	REP	1635
Ga0531462_000367	MEM	1635
Ga0531459_000514	REP	1636
Ga0531454_000073	REP	1637
Ga0531464_000331	REP	1638
Ga0531462_000197	REP	1639
Ga0531464_001405	MEM	1639
Ga0531456_000178	REP	1640
Ga0531460_000483	MEM	1640
Ga0531459_000515	REP	1641
Ga0531456_000179	REP	1642
Ga0531462_000199	REP	1643
Ga0531464_000648	MEM	1643
Ga0531457_000171	REP	1644
Ga0531462_000200	REP	1645
Ga0531459_000516	REP	1646
Ga0531459_000517	REP	1647
Ga0531456_000181	REP	1648
Ga0531459_000518	REP	1649
Ga0531460_000156	REP	1650
Ga0531456_000467	MEM	1650
Ga0531464_000334	REP	1651
Ga0531462_000828	MEM	1651
Ga0531464_000335	REP	1652
Ga0531459_000519	REP	1653
Ga0531459_000520	REP	1654
Ga0531459_000521	REP	1655
Ga0531462_000202	REP	1656
Ga0531464_001086	MEM	1656
Ga0531456_000183	REP	1657
Ga0531460_000162	MEM	1657
Ga0531464_000336	REP	1658
Ga0531462_000626	MEM	1658
Ga0531465_000497	MEM	1658
Ga0531464_000337	REP	1659
