vOTU_ID	Module	Source
Ga0531459_000040	Twinkle	BATS
Ga0531459_000041	DnaB	BATS
Ga0531459_000042	DnaB	BATS
Ga0531459_000043	L762_PcrA_SNF2	BATS
Ga0531459_000044	Y762_P438_Gp4	BATS
Ga0531459_000045	Twinkle	BATS
Ga0531459_000046	DnaB	BATS
Ga0531459_000047	L438	BATS
Ga0531459_000049	P438_Gp4	BATS
Ga0531459_000053	RecB	BATS
Ga0531459_000054	Gp4	BATS
Ga0531459_000055	Y762_P438_Gp4	BATS
Ga0531459_000056	L762_SNF2	BATS
Ga0531459_000058	P438	BATS
Ga0531459_000060	P438	BATS
Ga0531459_000061	P438	BATS
Ga0531459_000062	H762_RecD	BATS
Ga0531459_000063	DnaB	BATS
Ga0531459_000064	L762_PcrA_SNF2	BATS
Ga0531459_000065	H762_RecD	BATS
Ga0531459_000066	DnaB	BATS
Ga0531459_000067	Y762_V438_Gp4	BATS
Ga0531459_000068	L438_DnaB_RecA	BATS
Ga0531459_000069	L762_PcrA_RecB_SNF2	BATS
Ga0531459_000070	DnaB_RecA	BATS
Ga0531459_000071	L762_SNF2	BATS
Ga0531459_000072	RecB	BATS
Ga0531459_000073	L438	BATS
Ga0531459_000074	L762_PcrA_SNF2	BATS
Ga0531459_000075	H762	BATS
Ga0531459_000076	H762	BATS
Ga0531459_000077	H762	BATS
Ga0531459_000078	Y762_P438_Gp4	BATS
Ga0531459_000079	F762_Twinkle	BATS
Ga0531459_000080	UvsW	BATS
Ga0531459_000081	H762_L438	BATS
Ga0531459_000084	Gp4	BATS
Ga0531459_000086	F762	BATS
Ga0531459_000087	A438	BATS
Ga0531459_000089	DnaB	BATS
Ga0531459_000090	L438_DnaB_RecA	BATS
Ga0531459_000092	H762	BATS
Ga0531459_000098	SNF2_Twinkle	BATS
Ga0531459_000114	L762_PcrA	BATS
Ga0531459_000115	Y762_P438_Gp4	BATS
Ga0531459_000120	DnaB	BATS
Ga0531459_000122	Gp4	BATS
Ga0531459_000123	SNF2_Twinkle	BATS
Ga0531459_000125	DnaB	BATS
Ga0531459_000126	RecB	BATS
Ga0531459_000128	L762_PcrA_SNF2	BATS
Ga0531459_000130	F762_SNF2	BATS
Ga0531459_000131	L762_PcrA_SNF2	BATS
Ga0531459_000133	UvrB	BATS
Ga0531459_000134	DnaB	BATS
Ga0531459_000140	A438	BATS
Ga0531459_000142	Y762_P438_Gp4	BATS
Ga0531459_000146	DnaB	BATS
Ga0531459_000147	SNF2	BATS
Ga0531459_000148	P438	BATS
Ga0531459_000152	SNF2	BATS
Ga0531459_000157	Y762_L438_Gp4	BATS
Ga0531459_000159	SNF2	BATS
Ga0531459_000162	L762_PcrA_SNF2	BATS
Ga0531459_000163	DnaB	BATS
Ga0531459_000164	Gp4	BATS
Ga0531459_000165	PcrA_SNF2	BATS
Ga0531459_000169	F762_P438_DnaB_RecA	BATS
Ga0531459_000177	Gp4	BATS
Ga0531459_000181	Gp4	BATS
Ga0531459_000184	SNF2_UvrB	BATS
Ga0531459_000192	F762_DnaB	BATS
Ga0531459_000194	Gp4	BATS
Ga0531459_000195	Twinkle	BATS
Ga0531459_000196	DnaB	BATS
Ga0531459_000200	DnaB	BATS
Ga0531459_000205	L762_PcrA_SNF2	BATS
Ga0531459_000215	L762_PcrA_SNF2	BATS
Ga0531459_000222	L438	BATS
Ga0531459_000223	DnaB	BATS
Ga0531459_000224	P438	BATS
Ga0531459_000226	DnaB	BATS
Ga0531459_000229	DnaB	BATS
Ga0531459_000233	Y762_L438_Gp4	BATS
Ga0531459_000238	Y762_Gp4	BATS
Ga0531459_000252	L762_PcrA_SNF2	BATS
Ga0531459_000256	Y762_L438_Gp4	BATS
Ga0531459_000258	L762_PcrA_SNF2	BATS
Ga0531459_000259	Twinkle	BATS
Ga0531459_000261	P438	BATS
Ga0531459_000270	DnaB	BATS
Ga0531459_000274	F762	BATS
Ga0531459_000285	L762_SNF2	BATS
Ga0531459_000287	H762	BATS
Ga0531459_000290	Twinkle	BATS
Ga0531459_000292	H762	BATS
Ga0531459_000293	RecA	BATS
Ga0531459_000296	DnaB	BATS
Ga0531459_000300	RecB	BATS
Ga0531459_000317	I438	BATS
Ga0531459_000318	UvsW	BATS
Ga0531459_000321	Y762_A438_Gp4	BATS
Ga0531459_000330	PcrA_SNF2	BATS
Ga0531459_000332	SNF2	BATS
Ga0531459_000333	V438_Gp4	BATS
Ga0531459_000334	DnaB_RecA	BATS
Ga0531459_000336	L762_PcrA_SNF2	BATS
Ga0531459_000337	P438	BATS
Ga0531459_000340	PcrA_SNF2	BATS
Ga0531459_000343	DnaB	BATS
Ga0531459_000356	L762_SNF2	BATS
Ga0531459_000362	A438	BATS
Ga0531459_000363	Twinkle	BATS
Ga0531459_000364	RecB	BATS
Ga0531459_000370	UvsW	BATS
Ga0531459_000372	Y762_Gp4	BATS
Ga0531459_000374	UvrB	BATS
Ga0531459_000379	DnaB	BATS
Ga0531459_000389	Y762	BATS
Ga0531459_000395	Y762_P438_Gp4	BATS
Ga0531459_000397	SNF2	BATS
Ga0531459_000405	DnaB	BATS
Ga0531459_000409	SNF2	BATS
Ga0531459_000410	RecB	BATS
Ga0531459_000413	Y762_A438_Gp4	BATS
Ga0531459_000414	F762_DnaB	BATS
Ga0531459_000418	L762_PcrA	BATS
Ga0531459_000420	SNF2	BATS
Ga0531459_000424	F762_L438_UvsW	BATS
Ga0531459_000433	P438_Gp41	BATS
Ga0531459_000435	PcrA_SNF2	BATS
Ga0531459_000437	Y762_P438_Gp4	BATS
Ga0531459_000444	L762_PcrA_SNF2	BATS
Ga0531459_000448	P438	BATS
Ga0531459_000452	PcrA_SNF2	BATS
Ga0531459_000453	L762_PcrA_SNF2	BATS
Ga0531459_000461	L762	BATS
Ga0531459_000471	L762_PcrA_SNF2	BATS
Ga0531459_000480	L762_PcrA_SNF2	BATS
Ga0531459_000481	UvrD_SNF2	BATS
Ga0531459_000484	L762_PcrA	BATS
Ga0531459_000489	DnaB	BATS
Ga0531459_000498	RecD_DnaB	BATS
Ga0531459_000512	DnaB	BATS
Ga0531459_000514	H762	BATS
Ga0531459_000516	Y762_A438	BATS
Ga0531459_000530	SNF2	BATS
Ga0531459_000533	RecB_DnaB_RecA	BATS
Ga0531459_000542	Gp4	BATS
Ga0531459_000545	L438	BATS
Ga0531459_000550	DnaB	BATS
Ga0531459_000568	Y762	BATS
Ga0531459_000570	Y762_Gp4	BATS
Ga0531459_000571	SNF2	BATS
Ga0531459_000575	L762_PcrA	BATS
Ga0531459_000580	Y762_L438_Gp4	BATS
Ga0531459_000585	PcrA_SNF2	BATS
Ga0531459_000587	F762_DnaB	BATS
Ga0531459_000588	DnaB	BATS
Ga0531459_000592	SNF2	BATS
Ga0531459_000595	L762_PcrA	BATS
Ga0531459_000596	A438	BATS
Ga0531459_000598	Gp4	BATS
Ga0531459_000600	Gp4	BATS
Ga0531459_000611	SNF2	BATS
Ga0531459_000626	SNF2	BATS
Ga0531459_000631	Gp4	BATS
Ga0531459_000635	SNF2	BATS
Ga0531459_000636	SNF2	BATS
Ga0531459_000637	L762_PcrA	BATS
Ga0531459_000639	PcrA_SNF2	BATS
Ga0531459_000640	L762_UvrD	BATS
Ga0531459_000641	SNF2	BATS
Ga0531459_000644	DnaB	BATS
Ga0531459_000645	DnaB	BATS
Ga0531459_000647	RecA	BATS
Ga0531459_000653	DnaB	BATS
Ga0531459_000655	PcrA_SNF2	BATS
Ga0531459_000656	SNF2	BATS
Ga0531459_000658	SNF2	BATS
Ga0531459_000659	L762_SNF2	BATS
Ga0531459_000661	Y762_P438_Gp4	BATS
Ga0531459_000665	L762_PcrA_SNF2	BATS
Ga0531459_000670	DnaB	BATS
Ga0531459_000672	DnaB	BATS
Ga0531459_000676	Twinkle	BATS
Ga0531459_000677	L762_PcrA	BATS
Ga0531459_000678	Y762_P438	BATS
Ga0531459_000684	DnaB	BATS
Ga0531459_000691	Y762_A438_Gp4	BATS
Ga0531459_000697	Gp4	BATS
Ga0531459_000709	DnaB	BATS
Ga0531459_000718	L762	BATS
Ga0531459_000719	SNF2	BATS
Ga0531459_000720	PcrA_SNF2	BATS
Ga0531459_000721	UvrD	BATS
Ga0531459_000730	Twinkle	BATS
Ga0531459_000732	L762	BATS
Ga0531459_000739	PcrA_SNF2	BATS
Ga0531459_000743	A438	BATS
Ga0531459_000750	F762_P438	BATS
Ga0531459_000774	Y762_Gp4	BATS
Ga0531459_000775	P438	BATS
Ga0531459_000777	PcrA_SNF2	BATS
Ga0531459_000783	SNF2	BATS
Ga0531459_000798	DnaB_RecA	BATS
Ga0531459_000807	SNF2	BATS
Ga0531459_000812	L762	BATS
Ga0531459_000813	Y762_L438_Gp4	BATS
Ga0531459_000815	P438	BATS
Ga0531459_000816	DnaB	BATS
Ga0531459_000819	Y762_P438_Gp4	BATS
Ga0531459_000825	Y762_A438_Gp4	BATS
Ga0531459_000829	F762	BATS
Ga0531459_000832	RecB	BATS
Ga0531459_000834	F762	BATS
Ga0531459_000839	SNF2	BATS
Ga0531459_000842	RecB_DnaB_RecA	BATS
Ga0531459_000847	F762_P438_Gp41_RecA	BATS
Ga0531459_000861	DnaB	BATS
Ga0531459_000866	DnaB	BATS
Ga0531459_000867	L762	BATS
Ga0531459_000872	L762_PcrA_SNF2	BATS
Ga0531459_000882	P438	BATS
Ga0531459_000885	P438	BATS
Ga0531459_000894	DnaB	BATS
Ga0531459_000898	P438_Gp4	BATS
Ga0531459_000902	SNF2	BATS
Ga0531459_000926	L438	BATS
Ga0531459_000932	SNF2	BATS
Ga0531459_000933	SNF2	BATS
Ga0531459_000939	L762	BATS
Ga0531459_000951	Gp4	BATS
Ga0531459_000953	RecB	BATS
Ga0531459_000956	RecB	BATS
Ga0531459_000961	RecD	BATS
Ga0531459_000962	F762_SNF2	BATS
Ga0531459_000963	L438	BATS
Ga0531459_000967	L762_PcrA_SNF2	BATS
Ga0531459_000976	H762	BATS
Ga0531459_000978	DnaB	BATS
Ga0531459_000979	PcrA	BATS
Ga0531459_000984	P438	BATS
Ga0531459_000990	F762	BATS
Ga0531459_000997	RecB	BATS
Ga0531459_001001	DnaB	BATS
Ga0531459_001008	L438_DnaB_RecA	BATS
Ga0531459_001009	DnaB	BATS
Ga0531459_001011	L762_UvrD_SNF2	BATS
Ga0531459_001012	L762_PcrA	BATS
Ga0531459_001018	P438_Gp4	BATS
Ga0531459_001024	DnaB	BATS
Ga0531459_001026	L438	BATS
Ga0531459_001027	DnaB	BATS
Ga0531459_001033	DnaB	BATS
Ga0531459_001043	P438	BATS
Ga0531459_001045	Gp4	BATS
Ga0531459_001047	DnaB_RecA	BATS
Ga0531459_001056	P438_Gp41_RecA	BATS
Ga0531459_001057	P438	BATS
Ga0531459_001067	DnaB	BATS
Ga0531459_001089	P438	BATS
Ga0531459_001097	L762_SNF2	BATS
Ga0531459_001122	Y762_Gp4	BATS
Ga0531459_001130	SNF2	BATS
Ga0531459_001131	SNF2	BATS
Ga0531459_001142	DnaB_RecA	BATS
Ga0531459_001144	L762	BATS
Ga0531459_001150	SNF2	BATS
Ga0531459_001153	SNF2	BATS
Ga0531459_001161	SNF2	BATS
Ga0531459_001163	DnaB	BATS
Ga0531459_001164	L762_PcrA_SNF2	BATS
Ga0531459_001169	PcrA_SNF2	BATS
Ga0531459_001171	DnaB	BATS
Ga0531459_001174	L762_PcrA_SNF2	BATS
Ga0531459_001179	F762_P438_Gp41	BATS
Ga0531459_001182	SNF2	BATS
Ga0531459_001184	L438	BATS
Ga0531459_001188	L762_PcrA	BATS
Ga0531459_001190	F762_Twinkle	BATS
Ga0531459_001191	Y762_P438	BATS
Ga0531459_001202	PcrA	BATS
Ga0531459_001203	L762_PcrA	BATS
Ga0531459_001206	L762_PcrA_SNF2	BATS
Ga0531459_001215	PcrA_SNF2	BATS
Ga0531459_001216	SNF2	BATS
Ga0531459_001230	V438_Gp4	BATS
Ga0531459_001256	P438_Gp41_RecA	BATS
Ga0531459_001258	L762	BATS
Ga0531459_001264	Gp4	BATS
Ga0531459_001269	SNF2	BATS
Ga0531459_001275	P438	BATS
Ga0531459_001282	SNF2	BATS
Ga0531459_001288	V438	BATS
Ga0531459_001294	Y762_Gp4	BATS
Ga0531459_001296	SNF2	BATS
Ga0531459_001298	Gp4	BATS
Ga0531459_001302	L762_PcrA_SNF2	BATS
Ga0531459_001303	Y762_P438_Gp4	BATS
Ga0531459_001310	DnaB	BATS
Ga0531459_001312	A438	BATS
Ga0531459_001334	SNF2	BATS
Ga0531459_001337	DnaB	BATS
Ga0531459_001343	DnaB	BATS
Ga0531459_001344	DnaB	BATS
Ga0531459_001347	RecB	BATS
Ga0531459_001355	SNF2	BATS
Ga0531459_001359	RecA	BATS
Ga0531459_001375	L762_PcrA	BATS
Ga0531459_001385	UvrD	BATS
Ga0531459_001389	DnaB	BATS
Ga0531459_001399	DnaB_RecA	BATS
Ga0531459_001404	SNF2	BATS
Ga0531459_001406	SNF2	BATS
Ga0531459_001407	SNF2	BATS
Ga0531459_001414	Y762_L438_Gp4	BATS
Ga0531459_001421	H762	BATS
Ga0531459_001428	RecB_UvsW	BATS
Ga0531459_001437	UvrB	BATS
Ga0531459_001440	L438	BATS
Ga0531459_001455	Twinkle	BATS
Ga0531459_001457	P438_Gp4	BATS
Ga0531459_001458	DnaB_RecA	BATS
Ga0531459_001461	Y762_Gp4	BATS
Ga0531459_001467	F762_SNF2	BATS
Ga0531459_001471	UvrB	BATS
Ga0531459_001478	SNF2	BATS
Ga0531459_001485	SNF2	BATS
Ga0531459_001492	SNF2	BATS
Ga0531459_001493	L762_PcrA_SNF2	BATS
Ga0531459_001495	DnaB_RecA	BATS
Ga0531459_001510	L762	BATS
Ga0531459_001511	Twinkle_Twinkle	BATS
Ga0531459_001547	UvrB	BATS
Ga0531459_001558	P438	BATS
Ga0531459_001561	SNF2	BATS
Ga0531459_001571	SNF2	BATS
Ga0531459_001589	DnaB	BATS
Ga0531459_001591	DnaB	BATS
Ga0531459_001599	P438	BATS
Ga0531459_001600	DnaB	BATS
Ga0531459_001601	SNF2	BATS
Ga0531459_001604	DnaB	BATS
Ga0531459_001628	RecB	BATS
Ga0531459_001630	A438	BATS
Ga0531459_001632	Gp4	BATS
Ga0531459_001644	L762_UvrD_SNF2	BATS
Ga0531459_001645	SNF2	BATS
Ga0531459_001654	SNF2	BATS
Ga0531459_001656	L438_RecA	BATS
Ga0531459_001664	P438_Gp41	BATS
Ga0531459_001684	SNF2	BATS
Ga0531459_001706	Y762_Gp4	BATS
Ga0531459_001711	P438_Gp4	BATS
Ga0531459_001721	Y762	BATS
Ga0531459_001737	PcrA	BATS
Ga0531459_001739	L762_UvrD_SNF2	BATS
Ga0531459_001765	L438	BATS
Ga0531459_001766	L762_PcrA_SNF2	BATS
Ga0531459_001770	SNF2_DnaB	BATS
Ga0531459_001785	H762	BATS
Ga0531459_001798	PcrA_SNF2	BATS
Ga0531459_001802	Y762_P438	BATS
Ga0531459_001818	Y762_Gp4	BATS
Ga0531459_001819	P438	BATS
Ga0531459_001820	Gp4	BATS
Ga0531459_001822	SNF2	BATS
Ga0531459_001831	Y762_P438	BATS
Ga0531460_000001	RecB	BATS
Ga0531460_000002	SNF2	BATS
Ga0531460_000004	L762_SNF2	BATS
Ga0531460_000007	F762_DnaB	BATS
Ga0531460_000008	Y762_P438_Gp4	BATS
Ga0531460_000011	L762_SNF2	BATS
Ga0531460_000012	PcrA_SNF2	BATS
Ga0531460_000013	P438	BATS
Ga0531460_000015	DnaB	BATS
Ga0531460_000021	DnaB	BATS
Ga0531460_000023	DnaB	BATS
Ga0531460_000025	PcrA_SNF2	BATS
Ga0531460_000026	Y762_Gp4	BATS
Ga0531460_000028	DnaB	BATS
Ga0531460_000037	L762_UvrD_SNF2	BATS
Ga0531460_000039	Gp4	BATS
Ga0531460_000044	P438	BATS
Ga0531460_000049	F762_DnaB	BATS
Ga0531460_000050	SNF2	BATS
Ga0531460_000052	L762_PcrA_SNF2	BATS
Ga0531460_000053	P438_Gp41_RecA	BATS
Ga0531460_000054	H762_L438	BATS
Ga0531460_000060	L762_SNF2	BATS
Ga0531460_000062	Gp4	BATS
Ga0531460_000063	F762_SNF2	BATS
Ga0531460_000064	Y762_P438_Gp4	BATS
Ga0531460_000066	F762_DnaB	BATS
Ga0531460_000067	H762	BATS
Ga0531460_000077	DnaB	BATS
Ga0531460_000079	Y762_Gp4	BATS
Ga0531460_000082	L762_UvrD_SNF2	BATS
Ga0531460_000092	SNF2	BATS
Ga0531460_000097	L762_PcrA_SNF2	BATS
Ga0531460_000098	L762_PcrA_SNF2	BATS
Ga0531460_000099	H762_RecD	BATS
Ga0531460_000104	H762	BATS
Ga0531460_000107	P438_Gp4	BATS
Ga0531460_000110	DnaB	BATS
Ga0531460_000116	H762_A438	BATS
Ga0531460_000124	L762_PcrA	BATS
Ga0531460_000127	SNF2	BATS
Ga0531460_000134	Y762	BATS
Ga0531460_000135	RecB	BATS
Ga0531460_000148	SNF2	BATS
Ga0531460_000154	DnaB	BATS
Ga0531460_000158	DnaB	BATS
Ga0531460_000165	P438	BATS
Ga0531460_000170	H762	BATS
Ga0531460_000173	L762_PcrA_SNF2	BATS
Ga0531460_000177	P438_Gp4	BATS
Ga0531460_000178	Twinkle	BATS
Ga0531460_000183	Gp4	BATS
Ga0531460_000189	A438	BATS
Ga0531460_000190	RecB_SNF2	BATS
Ga0531460_000191	L762_PcrA_SNF2	BATS
Ga0531460_000205	PcrA_SNF2	BATS
Ga0531460_000210	F762_SNF2	BATS
Ga0531460_000219	Twinkle	BATS
Ga0531460_000220	SNF2	BATS
Ga0531460_000230	DnaB	BATS
Ga0531460_000243	H762	BATS
Ga0531460_000247	L762_PcrA	BATS
Ga0531460_000255	UvrB	BATS
Ga0531460_000259	Y762_A438_Gp4	BATS
Ga0531460_000274	H762	BATS
Ga0531460_000280	Gp41	BATS
Ga0531460_000281	P438_Gp4	BATS
Ga0531460_000285	DnaB	BATS
Ga0531460_000296	Twinkle	BATS
Ga0531460_000303	Y762_P438_Gp4	BATS
Ga0531460_000311	Y762_Gp4	BATS
Ga0531460_000315	L762_PcrA_SNF2	BATS
Ga0531460_000322	Twinkle	BATS
Ga0531460_000326	H762	BATS
Ga0531460_000335	L762_PcrA	BATS
Ga0531460_000336	SNF2	BATS
Ga0531460_000344	Y762_Gp4	BATS
Ga0531460_000362	H762	BATS
Ga0531460_000368	A438	BATS
Ga0531460_000370	UvrD_SNF2	BATS
Ga0531460_000374	DnaB	BATS
Ga0531460_000376	Gp4	BATS
Ga0531460_000380	PcrA_SNF2	BATS
Ga0531460_000398	P438	BATS
Ga0531460_000404	L762_PcrA	BATS
Ga0531460_000405	Gp4	BATS
Ga0531460_000406	SNF2	BATS
Ga0531460_000407	SNF2	BATS
Ga0531460_000410	A438_Gp4	BATS
Ga0531460_000416	L762_UvrD	BATS
Ga0531460_000418	A438	BATS
Ga0531460_000424	UvsW	BATS
Ga0531460_000427	UvsW	BATS
Ga0531460_000440	L762_PcrA_SNF2	BATS
Ga0531460_000468	A438	BATS
Ga0531460_000470	P438	BATS
Ga0531460_000475	P438_Gp41	BATS
Ga0531460_000478	Y762_P438	BATS
Ga0531460_000494	L762_PcrA_SNF2	BATS
Ga0531460_000495	DnaB	BATS
Ga0531460_000523	Gp4	BATS
Ga0531460_000526	A438	BATS
Ga0531460_000534	H762	BATS
Ga0531460_000539	L762	BATS
Ga0531460_000544	P438_DnaB_RecA	BATS
Ga0531460_000547	Y762_A438_Gp4	BATS
Ga0531460_000552	PcrA_SNF2	BATS
Ga0531460_000569	H762	BATS
Ga0531460_000571	DnaB	BATS
Ga0531460_000577	SNF2	BATS
Ga0531460_000588	L438	BATS
Ga0531460_000591	A438	BATS
Ga0531460_000594	L762	BATS
Ga0531460_000599	Y762_A438	BATS
Ga0531460_000612	SNF2	BATS
Ga0531460_000613	H762_RecD	BATS
Ga0531460_000615	L762_PcrA	BATS
Ga0531460_000616	DnaB	BATS
Ga0531460_000620	PcrA	BATS
Ga0531460_000634	DnaB	BATS
Ga0531460_000663	DnaB	BATS
Ga0531460_000665	P438	BATS
Ga0531460_000675	PcrA_SNF2	BATS
Ga0531461_000001	Gp41_RecA	BATS
Ga0531461_000003	L762_PcrA_SNF2	BATS
Ga0531461_000004	DnaB	BATS
Ga0531461_000007	SNF2	BATS
Ga0531461_000009	L762_PcrA_SNF2	BATS
Ga0531461_000012	SNF2	BATS
Ga0531461_000013	PcrA_SNF2	BATS
Ga0531461_000014	PcrA_SNF2	BATS
Ga0531461_000016	PcrA_SNF2	BATS
Ga0531461_000022	L762_SNF2	BATS
Ga0531461_000025	DnaB	BATS
Ga0531461_000036	P438	BATS
Ga0531461_000045	L762_SNF2	BATS
Ga0531461_000049	L762	BATS
Ga0531461_000055	SNF2	BATS
Ga0531461_000059	DnaB	BATS
Ga0531461_000073	F762	BATS
Ga0531461_000081	RecD	BATS
Ga0531461_000085	PcrA_SNF2	BATS
Ga0531461_000088	F762_SNF2	BATS
Ga0531461_000101	RecD	BATS
Ga0531461_000135	L762_PcrA_SNF2	BATS
Ga0531461_000137	Y762	BATS
Ga0531461_000141	F762	BATS
Ga0531461_000149	H762	BATS
Ga0531461_000184	UvrB	BATS
Ga0531461_000202	Y762_Gp4	BATS
Ga0531461_000222	SNF2	BATS
Ga0531461_000245	A438	BATS
Ga0531461_000253	Gp4	BATS
Ga0531461_000258	L762	BATS
Ga0531461_000261	H762	BATS
Ga0531461_000286	SNF2	BATS
Ga0531462_000001	L762_PcrA_SNF2	BATS
Ga0531462_000003	L762_PcrA_SNF2	BATS
Ga0531462_000004	F762	BATS
Ga0531462_000006	L762_PcrA_SNF2	BATS
Ga0531462_000007	DnaB	BATS
Ga0531462_000009	H762_L438	BATS
Ga0531462_000010	H762_L438	BATS
Ga0531462_000011	PcrA_SNF2	BATS
Ga0531462_000012	PcrA_SNF2	BATS
Ga0531462_000016	DnaB	BATS
Ga0531462_000018	DnaB	BATS
Ga0531462_000020	DnaB	BATS
Ga0531462_000024	SNF2	BATS
Ga0531462_000026	UvrD_SNF2	BATS
Ga0531462_000029	H762	BATS
Ga0531462_000036	SNF2	BATS
Ga0531462_000038	F762_P438_Gp41_RecA	BATS
Ga0531462_000042	H762	BATS
Ga0531462_000046	Y762_Gp4	BATS
Ga0531462_000049	F762_SNF2	BATS
Ga0531462_000056	H762_L438	BATS
Ga0531462_000059	Twinkle	BATS
Ga0531462_000066	F762_SNF2	BATS
Ga0531462_000081	Twinkle	BATS
Ga0531462_000089	A438	BATS
Ga0531462_000105	P438	BATS
Ga0531462_000106	DnaB	BATS
Ga0531462_000110	Gp4	BATS
Ga0531462_000112	A438	BATS
Ga0531462_000116	DnaB	BATS
Ga0531462_000118	H762_L438	BATS
Ga0531462_000119	DnaB	BATS
Ga0531462_000122	L762_SNF2	BATS
Ga0531462_000123	SNF2	BATS
Ga0531462_000131	F762_SNF2	BATS
Ga0531462_000137	L762_SNF2	BATS
Ga0531462_000143	L762_PcrA_SNF2	BATS
Ga0531462_000147	DnaB	BATS
Ga0531462_000151	DnaB	BATS
Ga0531462_000156	SNF2	BATS
Ga0531462_000158	SNF2	BATS
Ga0531462_000166	L762_PcrA_SNF2	BATS
Ga0531462_000168	H762_RecD	BATS
Ga0531462_000177	SNF2	BATS
Ga0531462_000185	L762	BATS
Ga0531462_000193	L762_PcrA	BATS
Ga0531462_000194	F762_SNF2	BATS
Ga0531462_000196	UvrB	BATS
Ga0531462_000202	SNF2	BATS
Ga0531462_000217	H762_L438	BATS
Ga0531462_000220	L762_PcrA	BATS
Ga0531462_000229	F762_SNF2	BATS
Ga0531462_000232	SNF2	BATS
Ga0531462_000242	P438	BATS
Ga0531462_000245	PcrA	BATS
Ga0531462_000248	DnaB	BATS
Ga0531462_000255	H762	BATS
Ga0531462_000264	L762_PcrA	BATS
Ga0531462_000273	SNF2	BATS
Ga0531462_000280	PcrA_SNF2	BATS
Ga0531462_000284	Y762_P438	BATS
Ga0531462_000286	A438	BATS
Ga0531462_000300	L762_PcrA	BATS
Ga0531462_000302	Gp4	BATS
Ga0531462_000306	L762_PcrA_SNF2	BATS
Ga0531462_000309	RecD	BATS
Ga0531462_000322	P438	BATS
Ga0531462_000337	L762_PcrA	BATS
Ga0531462_000348	L762_PcrA	BATS
Ga0531462_000353	Y762_Gp4	BATS
Ga0531462_000360	DnaB	BATS
Ga0531462_000371	L762_UvrD	BATS
Ga0531462_000374	RecG	BATS
Ga0531462_000375	F762	BATS
Ga0531462_000376	Y762_P438_Gp4	BATS
Ga0531462_000379	SNF2	BATS
Ga0531462_000388	L762_SNF2	BATS
Ga0531462_000389	L762_PcrA	BATS
Ga0531462_000409	DnaB	BATS
Ga0531462_000434	H762	BATS
Ga0531462_000438	L762_PcrA	BATS
Ga0531462_000439	DnaB	BATS
Ga0531462_000440	L762_PcrA_SNF2	BATS
Ga0531462_000450	Gp4	BATS
Ga0531462_000465	DnaB	BATS
Ga0531462_000466	SNF2	BATS
Ga0531462_000473	P438	BATS
Ga0531462_000490	L762_PcrA	BATS
Ga0531462_000499	Twinkle	BATS
Ga0531462_000503	DnaB	BATS
Ga0531462_000522	SNF2	BATS
Ga0531462_000527	Gp4	BATS
Ga0531462_000538	DnaB	BATS
Ga0531462_000540	A438_DnaB	BATS
Ga0531462_000546	P438	BATS
Ga0531462_000556	Twinkle	BATS
Ga0531462_000570	F762_A438_DnaB	BATS
Ga0531462_000576	L762	BATS
Ga0531462_000580	UvrD_SNF2	BATS
Ga0531462_000588	UvsW	BATS
Ga0531462_000593	P438	BATS
Ga0531462_000597	Y762_P438	BATS
Ga0531462_000603	DnaB	BATS
Ga0531462_000616	L762_PcrA_SNF2	BATS
Ga0531462_000620	SNF2	BATS
Ga0531462_000629	P438	BATS
Ga0531462_000638	L762_PcrA_SNF2	BATS
Ga0531462_000652	SNF2	BATS
Ga0531462_000656	L762_PcrA_SNF2	BATS
Ga0531462_000666	L762	BATS
Ga0531462_000683	P438	BATS
Ga0531462_000684	F762	BATS
Ga0531462_000686	SNF2	BATS
Ga0531462_000689	Y762_P438_Gp4	BATS
Ga0531462_000694	L762_PcrA_SNF2	BATS
Ga0531462_000704	L762_PcrA_SNF2	BATS
Ga0531462_000717	PcrA_SNF2	BATS
Ga0531462_000721	L762_PcrA	BATS
Ga0531462_000725	L762_SNF2	BATS
Ga0531462_000746	Gp4	BATS
Ga0531462_000764	L762_PcrA	BATS
Ga0531462_000771	L762_PcrA	BATS
Ga0531462_000772	SNF2	BATS
Ga0531462_000777	DnaB	BATS
Ga0531462_000809	SNF2	BATS
Ga0531462_000814	L762_PcrA_SNF2	BATS
Ga0531462_000823	PcrA	BATS
Ga0531462_000837	L762	BATS
Ga0531463_000001	UvsW	BATS
Ga0531463_000003	DnaB	BATS
Ga0531463_000005	L762_UvrD_SNF2	BATS
Ga0531463_000011	H762_RecD	BATS
Ga0531463_000013	DnaB	BATS
Ga0531463_000015	SNF2	BATS
Ga0531463_000021	F762	BATS
Ga0531463_000031	F762_RecA	BATS
Ga0531463_000036	F762	BATS
Ga0531463_000037	Y762_P438_Gp4	BATS
Ga0531463_000038	RecD	BATS
Ga0531463_000046	F762	BATS
Ga0531463_000049	Y762_P438_Gp4	BATS
Ga0531463_000062	SNF2	BATS
Ga0531463_000064	UvsW	BATS
Ga0531463_000088	DnaB	BATS
Ga0531463_000090	L762_SNF2	BATS
Ga0531463_000100	L762	BATS
Ga0531463_000105	P438_RecA	BATS
Ga0531463_000108	SNF2	BATS
Ga0531463_000117	Y762	BATS
Ga0531463_000124	L762	BATS
Ga0531463_000134	Twinkle	BATS
Ga0531464_000001	SNF2_SNF2	BATS
